0.01	7.906719955874832e-31
0.1	7.906719955874832e-31
0.13382295400150318	7.906719955874832e-31
0.2535605193603196	8.598569967363363e-31
0.38703933251787537	8.598569967363363e-31
0.5963623316594644	9.350957906218326e-31
0.7832087865456275	1.0169180933080222e-30
0.9540954763499944	1.1058999718195062e-30
1.0481131341546859	1.2026678999209585e-30
1.1406249238513215	1.3079031687834757e-30
1.2413022740718946	1.4223466835909408e-30
1.3257113655901096	1.5468041798567218e-30
1.4563484775012443	1.829342743352847e-30
1.584893192461114	2.1634896751880392e-30
1.7247839169780268	2.7825594022071144e-30
1.912637440861444	4.232469205098435e-30
2.0619860095022213	6.437884329763915e-30
2.24398736971065	1.3696576321294983e-29
2.4192094450263597	4.820145070719135e-29
2.559547922699537	3.6089182894079423e-28
2.6576011064463447	1.6334835079813696e-27
