# Distribution of neutrino fluxes in the Solar Fusion II AGSS09 standard solar model model.
# 
# Solar Models with Accretion I. Application to the Solar Abundance Problem
# arxiv:1104:1639 - ApJ, 743, 24S
#
# The cumulative neutrino fluxes from Table 1 of AGSS09 model are given in the row below.
# 
# 6.03E+00 1.47E-02 8.31E-07 4.56E-01 4.59E-04 2.17E-02 1.56E-02 3.40E-04 
#
# 
# Columns in the Table below represent:
#
# 1) Radius of the zone in units of one solar radius
# 2) Temperature in units of 10^6 deg (K)
# 3) Logarithm (to the base 10) of the electron density in units of
#   cm^{-3}/N_A, where N_A is the Avogadro number
# 4) Mass of the zone with the given radius in units of one solar mass 
# 5) Fraction of pp neutrinos produced in the zone 
# 6) Fraction of pep neutrinos produced in the zone
# 7) Fraction of hep neutrinos produced in the zone
# 8) Fraction of beryllium 7 neutrinos produced in the zone
# 9) Fraction of boron 8 neutrinos produced in the zone
# 10) Fraction of nitrogen 13 neutrinos produced in the zone
# 11) Fraction of oxygen 15 neutrinos produced in the zone
# 12) Fraction of florine 17 neutrinos produced in the zone

0.0570 14.504 1.941  4.15054769e-04  5.107252e+00  6.964231e+00  2.828255e+00  1.310898e+01  1.583553e+01  1.110282e+01  1.542795e+01  1.559505e+01  
0.0575 14.489 1.939  4.20543753e-04  5.169666e+00  7.033819e+00  2.873556e+00  1.312513e+01  1.565754e+01  1.101853e+01  1.531087e+01  1.545052e+01  
0.0580 14.474 1.938  4.28760493e-04  5.231750e+00  7.102526e+00  2.918996e+00  1.313755e+01  1.547551e+01  1.093115e+01  1.518949e+01  1.530179e+01  
0.0585 14.458 1.937  4.30878992e-04  5.293474e+00  7.170321e+00  2.964557e+00  1.314632e+01  1.528991e+01  1.084105e+01  1.506433e+01  1.514947e+01  
0.0590 14.443 1.936  4.38401364e-04  5.354833e+00  7.237197e+00  3.010237e+00  1.315146e+01  1.510084e+01  1.074827e+01  1.493546e+01  1.499364e+01  
0.0595 14.427 1.935  4.44768314e-04  5.415807e+00  7.303133e+00  3.056025e+00  1.315300e+01  1.490854e+01  1.065292e+01  1.480302e+01  1.483445e+01  
0.0600 14.412 1.934  4.51342029e-04  5.476380e+00  7.368105e+00  3.101911e+00  1.315095e+01  1.471321e+01  1.055501e+01  1.466702e+01  1.467193e+01  
0.0605 14.396 1.933  4.58159337e-04  5.536539e+00  7.432100e+00  3.147888e+00  1.314535e+01  1.451504e+01  1.045463e+01  1.452760e+01  1.450623e+01  
0.0610 14.380 1.932  4.60974625e-04  5.596257e+00  7.495088e+00  3.193938e+00  1.313628e+01  1.431444e+01  1.035208e+01  1.438515e+01  1.433783e+01  
0.0615 14.364 1.931  4.69632706e-04  5.655533e+00  7.557070e+00  3.240060e+00  1.312377e+01  1.411147e+01  1.024741e+01  1.423975e+01  1.416680e+01  
0.0620 14.348 1.929  4.75155476e-04  5.714341e+00  7.618017e+00  3.286239e+00  1.310784e+01  1.390640e+01  1.014066e+01  1.409148e+01  1.399324e+01  
0.0625 14.332 1.928  4.80451154e-04  5.772669e+00  7.677914e+00  3.332466e+00  1.308858e+01  1.369948e+01  1.003205e+01  1.394061e+01  1.381745e+01  
0.0630 14.316 1.927  4.85605574e-04  5.830502e+00  7.736752e+00  3.378732e+00  1.306605e+01  1.349094e+01  9.921749e+00  1.378740e+01  1.363974e+01  
0.0635 14.300 1.926  4.94096091e-04  5.887828e+00  7.794512e+00  3.425027e+00  1.304024e+01  1.328088e+01  9.809699e+00  1.363175e+01  1.345998e+01  
0.0640 14.284 1.925  4.98280803e-04  5.944628e+00  7.851180e+00  3.471340e+00  1.301126e+01  1.306963e+01  9.696145e+00  1.347402e+01  1.327859e+01  
0.0645 14.268 1.924  5.05623277e-04  6.000891e+00  7.906742e+00  3.517662e+00  1.297913e+01  1.285729e+01  9.581117e+00  1.331424e+01  1.309559e+01  
0.0650 14.251 1.923  5.11812597e-04  6.056604e+00  7.961184e+00  3.563985e+00  1.294389e+01  1.264408e+01  9.464678e+00  1.315251e+01  1.291108e+01  
0.0655 14.235 1.921  5.16912918e-04  6.111746e+00  8.014489e+00  3.610294e+00  1.290563e+01  1.243024e+01  9.347012e+00  1.298906e+01  1.272536e+01  
0.0660 14.218 1.920  5.23561863e-04  6.166311e+00  8.066653e+00  3.656583e+00  1.286440e+01  1.221591e+01  9.228224e+00  1.282406e+01  1.253858e+01  
0.0665 14.202 1.919  5.27733624e-04  6.220278e+00  8.117656e+00  3.702838e+00  1.282029e+01  1.200135e+01  9.108452e+00  1.265769e+01  1.235095e+01  
0.0670 14.185 1.918  5.37167083e-04  6.273644e+00  8.167496e+00  3.749054e+00  1.277329e+01  1.178660e+01  8.987704e+00  1.248997e+01  1.216249e+01  
0.0675 14.168 1.917  5.40016983e-04  6.326387e+00  8.216156e+00  3.795217e+00  1.272355e+01  1.157200e+01  8.866235e+00  1.232125e+01  1.197358e+01  
0.0680 14.151 1.915  5.48214795e-04  6.378500e+00  8.263630e+00  3.841319e+00  1.267108e+01  1.135760e+01  8.744039e+00  1.215151e+01  1.178420e+01  
